participantID,initial_prompt_date,answer_status,x01_sad,x02_happy,x03_fatigued,x04_energetic,x05_relaxed,x06_tense,x07_stressed,x08_frustrated,x09_nervous,x10_focused,x11_resist,x12_procrastinate,x13_done,x14_routine,x15_sick,x16_missed,x17_traveled
lyricallymalformedrigor,2020-06-09,Completed,3.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.0,-1.0,3.0,3.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-10,Completed,3.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,-1.0,-1.0,4.0,3.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-06-11,Completed,3.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-12,Completed,2.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,-1.0,-1.0,4.0,3.0,2.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-06-13,Completed,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,-1.0,0.0
lyricallymalformedrigor,2020-06-14,Completed,2.0,4.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,-1.0,0.0
lyricallymalformedrigor,2020-06-15,Completed,4.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-16,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-06-17,Completed,2.0,4.0,1.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,-1.0,1.0,1.0,3.0,3.0,2.0,0.0
lyricallymalformedrigor,2020-06-17,Completed,3.0,4.0,1.0,3.0,3.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-18,Completed,2.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-19,Completed,2.0,4.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,4.0,-1.0,1.0,1.0,3.0,2.0,1.0,0.0
lyricallymalformedrigor,2020-06-20,Completed,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-21,Completed,3.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,-1.0,1.0,1.0,3.0,1.0,-1.0,0.0
lyricallymalformedrigor,2020-06-22,Completed,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,-1.0,0.0
lyricallymalformedrigor,2020-06-23,Completed,3.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,-1.0,0.0
lyricallymalformedrigor,2020-06-24,Completed,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-25,Completed,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,2.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-26,Completed,2.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-27,Completed,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-28,Completed,2.0,5.0,1.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,-1.0,1.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-29,Completed,2.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,4.0,-1.0,1.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-06-30,Completed,2.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-01,Completed,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-02,Completed,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,-1.0,4.0,3.0,3.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-03,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-04,Completed,3.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-05,Completed,3.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-06,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-07,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-07,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-08,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-08,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-08,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-08,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-09,NeverPrompted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-10,Completed,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,4.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-11,Completed,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-12,Completed,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-13,Completed,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-14,Completed,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-07-15,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-16,Completed,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,3.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-07-17,Completed,3.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-18,Completed,4.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-19,Completed,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-20,Completed,4.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,-1.0,4.0,4.0,3.0,-1.0,0.0
lyricallymalformedrigor,2020-07-20,Completed,4.0,2.0,5.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-21,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-07-22,Completed,3.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0
lyricallymalformedrigor,2020-07-23,Completed,3.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,-1.0,3.0,2.0,1.0,4.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-07-24,Completed,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,3.0,2.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-25,Completed,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,2.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-26,Completed,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,1.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-27,Completed,3.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,-1.0,4.0,1.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-28,Completed,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,-1.0,2.0,2.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-07-29,Completed,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,-1.0,4.0,2.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-07-30,Completed,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,-1.0,-1.0,1.0,1.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-07-31,Completed,4.0,4.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,-1.0,4.0,1.0,2.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-01,Completed,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-02,Completed,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,-1.0,-1.0,2.0,1.0,2.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-03,Completed,3.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,1.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-04,Completed,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,-1.0,3.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-05,Completed,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-06,Completed,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-07,Completed,3.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,1.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-08,Completed,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-08,Completed,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-09,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-08-10,Completed,4.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,-1.0,3.0,1.0,1.0,2.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-11,Completed,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,-1.0,0.0
lyricallymalformedrigor,2020-08-12,Completed,3.0,2.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,-1.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-13,Completed,4.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,-1.0,3.0,2.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-14,Completed,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,-1.0,3.0,3.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-15,Completed,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-16,Completed,4.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-17,Completed,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,2.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-18,Completed,4.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,4.0,4.0,2.0,3.0,4.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-19,Completed,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,-1.0,-1.0,3.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-20,Completed,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0,4.0,1.0,1.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-21,Completed,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,-1.0,4.0,2.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-21,Completed,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,-1.0,-1.0,2.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-22,NeverStarted,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
lyricallymalformedrigor,2020-08-23,Completed,3.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,-1.0,-1.0,3.0,1.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-24,Completed,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,-1.0,3.0,1.0,1.0,3.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-25,Completed,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,-1.0,-1.0,1.0,1.0,2.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-26,Completed,3.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,-1.0,4.0,1.0,1.0,3.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-27,Completed,4.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,2.0,0.0
lyricallymalformedrigor,2020-08-28,Completed,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,-1.0,-1.0,2.0,2.0,-1.0,2.0,-1.0,0.0
lyricallymalformedrigor,2020-08-29,Completed,3.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,-1.0,-1.0,2.0,1.0,-1.0,2.0,-1.0,0.0
